id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2020-1,2020-01-07,000001,Vente,8000,,,FORTUNAT,B063,01250,01072,Ceyzériat,01,,,01072000AK0216,,,,,,,,,,,,,0,,,,,T,terres,,,1061,5.32354,46.171919
2020-2,2020-01-02,000001,Vente,2175,,,TERRES DES CINQ SAULES,B124,01290,01203,Laiz,01,,,012030000B0004,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,85,4.893436,46.251868
2020-2,2020-01-02,000001,Vente,2175,,,BOIS DU CHAMP RION,B006,01290,01203,Laiz,01,,,012030000B0173,,,,,,,,,,,,,0,,,,,T,terres,,,1115,4.899919,46.235327
2020-2,2020-01-02,000001,Vente,2175,,,EN COROBERT,B025,01290,01203,Laiz,01,,,012030000B0477,,,,,,,,,,,,,0,,,,,T,terres,,,1940,4.882347,46.246519
2020-2,2020-01-02,000001,Vente,2175,,,TERRES DES CINQ SAULES,B124,01290,01203,Laiz,01,,,012030000C0068,,,,,,,,,,,,,0,,,,,T,terres,,,1148,4.894688,46.25182
2020-2,2020-01-02,000001,Vente,2175,,,TERRES DES CINQ SAULES,B124,01290,01203,Laiz,01,,,012030000C0069,,,,,,,,,,,,,0,,,,,T,terres,,,2960,4.894607,46.251943
2020-3,2020-01-07,000001,Vente,75000,,,RUE DE LA CHARTREUSE,0064,01960,01289,Péronnas,01,,,01289000AI0210,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,610,5.226198,46.184538
2020-4,2020-01-07,000001,Vente,123,,,CHAMP PORTIER,B041,01370,01426,Val-Revermont,01,,,01426000ZN0197,,,,,,,,,,,,,0,,,,,S,sols,,,55,5.344396,46.263943
2020-4,2020-01-07,000001,Vente,123,,,CHAMP PORTIER,B041,01370,01426,Val-Revermont,01,,,01426000ZN0201,,,,,,,,,,,,,0,,,,,S,sols,,,68,5.343884,46.2638
2020-5,2020-01-09,000001,Vente,72000,,,CHAMPEL,B034,01270,01108,Coligny,01,,,01108000AC0015,,,,,,,,,,,,,0,,,,,J,jardins,,,328,5.350565,46.380898
2020-5,2020-01-09,000001,Vente,72000,,,CHAMPEL,B034,01270,01108,Coligny,01,,,01108000AC0261,,,,,,,,,,,,,0,,,,,P,prés,,,1207,5.349995,46.380845
2020-5,2020-01-09,000001,Vente,72000,5367,,LORETTE,B107,01270,01108,Coligny,01,,,01108000AH0048,,,,,,,,,,,,,0,1,Maison,35,2,S,sols,,,381,5.350973,46.380911
2020-6,2020-01-10,000001,Vente,64000,,,RUE DE LA CHARTREUSE,0064,01960,01289,Péronnas,01,,,01289000AI0223,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,530,5.224725,46.18571
2020-7,2020-01-06,000001,Vente,180300,31,,RUE COMTE DE LA TEYSSONNIERE,0970,01000,01053,Bourg-en-Bresse,01,,,01053000AI0138,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,525,5.208916,46.196883
2020-8,2020-01-06,000001,Vente,54800,6,,AV DU CHAMP DE FOIRE,0770,01000,01053,Bourg-en-Bresse,01,,,01053000BK0197,,,211,31.68,39,,,,,,,,2,2,Appartement,32,1,,,,,,5.229867,46.206675
2020-9,2020-01-03,000001,Vente,350750,904,,CHE DES GDES CADALLES,0149,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0034,,,,,,,,,,,,,0,,,,,S,sols,,,19,5.200885,46.209963
2020-9,2020-01-03,000001,Vente,350750,904,B,CHE DES GDES CADALLES,0149,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0039,,,,,,,,,,,,,0,1,Maison,201,7,J,jardins,,,1267,5.200634,46.210371
2020-9,2020-01-03,000001,Vente,350750,904,B,CHE DES GDES CADALLES,0149,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0039,,,,,,,,,,,,,0,1,Maison,201,7,S,sols,,,1497,5.200634,46.210371
2020-9,2020-01-03,000001,Vente,350750,904,B,CHE DES GDES CADALLES,0149,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0039,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1497,5.200634,46.210371
2020-9,2020-01-03,000001,Vente,350750,904,B,CHE DES GDES CADALLES,0149,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0039,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,1267,5.200634,46.210371
2020-9,2020-01-03,000001,Vente,350750,,,LES CADALLES,B003,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AC0180,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,91,5.200448,46.21014
2020-10,2020-01-10,000001,Vente,1,,,LES FOSSES,B118,01440,01451,Viriat,01,,,01451000AT0164,,,,,,,,,,,,,0,,,,,S,sols,,,36,5.228688,46.237628
2020-11,2020-01-10,000001,Vente,53650,5104,,COLIGNY LE BAS,B049,01270,01108,Coligny,01,,,01108000AB0106,,,,,,,,,,,,,0,2,Appartement,50,2,S,sols,,,195,5.347205,46.388094
2020-11,2020-01-10,000001,Vente,53650,5104,,COLIGNY LE BAS,B049,01270,01108,Coligny,01,,,01108000AB0106,,,,,,,,,,,,,0,2,Appartement,45,2,S,sols,,,195,5.347205,46.388094
2020-12,2020-01-13,000001,Vente,97000,16,,RUE DES GRAVES,1770,01000,01053,Bourg-en-Bresse,01,,,01053000AZ0476,,,8,78.03,,,,,,,,,1,2,Appartement,92,3,,,,,,5.232243,46.199051
2020-13,2020-01-09,000001,Vente,215000,2,,IMP DU COLOMBIER,0140,01250,01422,Tossiat,01,,,014220000D1121,,,,,,,,,,,,,0,1,Maison,93,4,S,sols,,,790,5.310972,46.140944
2020-13,2020-01-09,000001,Vente,215000,,,AU COLOMBIER,B044,01250,01422,Tossiat,01,,,014220000D1167,,,,,,,,,,,,,0,,,,,P,prés,,,665,5.310983,46.140759
2020-14,2020-01-13,000001,Vente,179210,102,,IMP DE LA CULOTTE,0080,01310,01264,Montracol,01,,,01264000AA0218,,,,,,,,,,,,,0,1,Maison,90,5,AG,terrains d'agrément,JARD,Jardin d'agrément,1350,5.121962,46.19356
2020-14,2020-01-13,000001,Vente,179210,102,,IMP DE LA CULOTTE,0080,01310,01264,Montracol,01,,,01264000AA0218,,,,,,,,,,,,,0,1,Maison,90,5,BS,taillis sous futaie,,,360,5.121962,46.19356
2020-14,2020-01-13,000001,Vente,179210,102,,IMP DE LA CULOTTE,0080,01310,01264,Montracol,01,,,01264000AA0218,,,,,,,,,,,,,0,1,Maison,90,5,S,sols,,,1430,5.121962,46.19356
2020-14,2020-01-13,000001,Vente,179210,,,LE VILLAGE,B048,01310,01264,Montracol,01,,,01264000AA0223,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,JARD,Jardin d'agrément,883,5.120731,46.193915
2020-14,2020-01-13,000001,Vente,179210,,,LE VILLAGE,B048,01310,01264,Montracol,01,,,01264000AA0224,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,JARD,Jardin d'agrément,812,5.121433,46.193836
2020-14,2020-01-13,000001,Vente,179210,,,LE VILLAGE,B048,01310,01264,Montracol,01,,,01264000AA0268,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,522,5.122419,46.193776
2020-15,2020-01-09,000001,Vente,264450,5340,,IMP GRAND CHAMP,0052,01310,01385,Saint-Rémy,01,,,013850000A1120,,,,,,,,,,,,,0,1,Maison,111,5,S,sols,,,1002,5.162373,46.189452
2020-16,2020-01-07,000001,Vente,96000,10,B,ALL DE LA PETITE REYSSOUZE,3044,01000,01053,Bourg-en-Bresse,01,,,01053000BD0227,,,134,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.236839,46.201145
2020-16,2020-01-07,000001,Vente,96000,12,,ALL DE LA PETITE REYSSOUZE,3044,01000,01053,Bourg-en-Bresse,01,,,01053000BD0227,,,20,74.07,28,,,,,,,,2,2,Appartement,74,3,,,,,,5.236839,46.201145
2020-17,2020-01-08,000001,Vente,269000,5090,,HAMEAU DES RIPPES,B032,01240,01069,Certines,01,,,01069000ZH0056,,,,,,,,,,,,,0,1,Maison,287,9,S,sols,,,1100,5.274779,46.146709
2020-17,2020-01-08,000001,Vente,269000,,,HAMEAU DES RIPPES,B032,01240,01069,Certines,01,,,01069000ZH0286,,,,,,,,,,,,,0,,,,,S,sols,,,13,5.274968,46.146819
2020-18,2020-01-09,000001,Vente,65000,,,A LA CROIX,B038,01960,01336,Saint-André-sur-Vieux-Jonc,01,,,013360000A1209,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,420,5.149985,46.15708
2020-19,2020-01-09,000001,Vente,600,,,LES AMBERTHETS,B001,01000,01344,Saint-Denis-lès-Bourg,01,,,013440000A0072,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2480,5.18196,46.23027
2020-20,2020-01-03,000001,Vente,11734.8,,,LES GREFFETS OUEST,B264,01440,01451,Viriat,01,,,01451000ZA0037,,,,,,,,,,,,,0,,,,,P,prés,,,17990,5.182499,46.25089
2020-20,2020-01-03,000001,Vente,11734.8,,,LES GREFFETS OUEST,B264,01440,01451,Viriat,01,,,01451000ZA0037,,,,,,,,,,,,,0,,,,,S,sols,,,100,5.182499,46.25089
2020-20,2020-01-03,000001,Vente,11734.8,,,LES TRILLERES,B249,01440,01451,Viriat,01,,,01451000ZA0040,,,,,,,,,,,,,0,,,,,P,prés,,,8900,5.178981,46.252177
2020-20,2020-01-03,000001,Vente,11734.8,,,LES TRILLERES,B249,01440,01451,Viriat,01,,,01451000ZA0067,,,,,,,,,,,,,0,,,,,P,prés,,,1440,5.169366,46.252022
2020-20,2020-01-03,000001,Vente,11734.8,,,LES TRILLERES,B249,01440,01451,Viriat,01,,,01451000ZA0068,,,,,,,,,,,,,0,,,,,P,prés,,,4370,5.169208,46.252379
2020-20,2020-01-03,000001,Vente,11734.8,,,LES TRILLERES,B249,01440,01451,Viriat,01,,,01451000ZA0070,,,,,,,,,,,,,0,,,,,P,prés,,,4548,5.171626,46.252798
2020-20,2020-01-03,000001,Vente,11734.8,,,LES TRILLERES,B249,01440,01451,Viriat,01,,,01451000ZA0070,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2652,5.171626,46.252798
2020-21,2020-01-09,000001,Vente,99000,18,,RUE DES GRAVES,1770,01000,01053,Bourg-en-Bresse,01,,,01053000AZ0476,,,22,91.47,,,,,,,,,1,2,Appartement,91,4,,,,,,5.232243,46.199051
2020-22,2020-01-10,000001,Vente,235600,27,,RUE DE LA BROCHETTE,0263,01370,01241,Meillonnas,01,,,01241000ZH0083,,,,,,,,,,,,,0,1,Maison,97,4,S,sols,,,797,5.347388,46.237753
2020-23,2020-01-15,000001,Vente,6500,,,AUX RIVONS,B239,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000C1012,,,,,,,,,,,,,0,,,,,T,terres,,,644,5.016772,46.445928
2020-23,2020-01-15,000001,Vente,6500,,,AUX RIVONS,B239,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000C1013,,,,,,,,,,,,,0,,,,,T,terres,,,25298,5.016402,46.446408
2020-23,2020-01-15,000001,Vente,6500,,,AUX RIVONS,B239,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000C1025,,,,,,,,,,,,,0,,,,,T,terres,,,3460,5.015813,46.445132
2020-23,2020-01-15,000001,Vente,6500,,,AUX RIVONS,B239,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000C1030,,,,,,,,,,,,,0,,,,,T,terres,,,4567,5.016607,46.444147
2020-23,2020-01-15,000001,Vente,6500,,,AUX RIVONS,B239,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000C1033,,,,,,,,,,,,,0,,,,,P,prés,,,4878,5.015936,46.444213
2020-24,2020-01-13,000001,Vente,165000,337,,RTE DE CROYAT,0085,01290,01365,Saint-Jean-sur-Veyle,01,,,013650000C0758,,,,,,,,,,,,,0,1,Maison,87,2,S,sols,,,1265,4.914406,46.263728
2020-25,2020-01-08,000002,Vente,150000,,,VAVRES,B031,01340,01229,Malafretaz,01,,,012290000A0146,,,,,,,,,,,,,0,,,,,P,prés,,,950,5.157665,46.338461
2020-25,2020-01-08,000002,Vente,150000,5134,,VAVRES,B031,01340,01229,Malafretaz,01,,,012290000A0755,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,746,5.158122,46.338332
2020-25,2020-01-08,000002,Vente,150000,5134,,VAVRES,B031,01340,01229,Malafretaz,01,,,012290000A0755,,,,,,,,,,,,,0,2,Appartement,78,3,S,sols,,,746,5.158122,46.338332
2020-25,2020-01-08,000002,Vente,150000,5134,,VAVRES,B031,01340,01229,Malafretaz,01,,,012290000A0755,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,746,5.158122,46.338332
2020-25,2020-01-08,000002,Vente,150000,5134,,VAVRES,B031,01340,01229,Malafretaz,01,,,012290000A0755,,,,,,,,,,,,,0,2,Appartement,135,5,S,sols,,,746,5.158122,46.338332
2020-26,2020-01-08,000001,Vente,70000,5,,RUE EDGAR  QUINET,1320,01000,01053,Bourg-en-Bresse,01,,,01053000AD0381,,,7,48.48,,,,,,,,,1,2,Appartement,45,2,,,,,,5.225514,46.20405
2020-27,2020-01-10,000001,Vente,119270,5188,,LES JORDES,B095,01560,01124,Cormoz,01,,,01124000ZH0085,,,,,,,,,,,,,0,1,Maison,80,3,AG,terrains d'agrément,JARD,Jardin d'agrément,1493,5.228984,46.452137
2020-27,2020-01-10,000001,Vente,119270,5188,,LES JORDES,B095,01560,01124,Cormoz,01,,,01124000ZH0085,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,634,5.228984,46.452137
2020-28,2020-01-14,000001,Vente,57000,660,,RTE DE STRASBOURG,0145,01270,01445,Villemotier,01,,,01445000ZI0010,,,,,,,,,,,,,0,1,Maison,61,4,S,sols,,,960,5.318539,46.337206
2020-29,2020-01-14,000001,Vente,89000,,,VACAGNOLE,B112,01340,01024,Attignat,01,,,01024000AL0120,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,600,5.170981,46.265376
2020-29,2020-01-14,000001,Vente,89000,,,VACAGNOLE,B112,01340,01024,Attignat,01,,,01024000AL0132,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,491,5.1708,46.26554
2020-30,2020-01-13,000001,Vente,185000,6058,,OUSSIAT,B063,01160,01304,Pont-d'Ain,01,,,01304000AH0465,,,,,,,,,,,,,0,1,Maison,107,4,S,sols,,,924,5.36072,46.055116
2020-31,2020-01-10,000001,Vente,132900,288,,RTE DE L ETANG,0325,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0967,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,1081,5.000155,46.436403
2020-31,2020-01-10,000001,Vente,132900,,,EN CUNIERE,B071,01190,01094,Chavannes-sur-Reyssouze,01,,,010940000B0968,,,,,,,,,,,,,0,,,,,S,sols,,,168,5.000077,46.436205
2020-32,2020-01-10,000001,Vente,150000,4,,RUE AUGUSTE PERRODIN,0320,01000,01053,Bourg-en-Bresse,01,,,01053000AC0034,,,,,,,,,,,,,0,1,Maison,112,6,S,sols,,,544,5.222717,46.21263
2020-32,2020-01-10,000001,Vente,150000,4,,RUE AUGUSTE PERRODIN,0320,01000,01053,Bourg-en-Bresse,01,,,01053000AC0034,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,544,5.222717,46.21263
2020-32,2020-01-10,000001,Vente,150000,4,,RUE AUGUSTE PERRODIN,0320,01000,01053,Bourg-en-Bresse,01,,,01053000AC0034,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,544,5.222717,46.21263
2020-32,2020-01-10,000001,Vente,150000,4,,RUE AUGUSTE PERRODIN,0320,01000,01053,Bourg-en-Bresse,01,,,01053000AC0034,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,544,5.222717,46.21263
2020-33,2020-01-15,000001,Vente,167330,5136,,LE BOURG,B026,01160,01314,Priay,01,,,013140000E1251,,,2,142.31,,,,,,,,,1,2,Appartement,150,5,S,sols,,,73,5.287697,46.004198
2020-33,2020-01-15,000001,Vente,167330,,,LE BOURG,B026,01160,01314,Priay,01,,,013140000E1326,,,,,,,,,,,,,0,,,,,S,sols,,,117,5.287758,46.004223
2020-34,2020-01-09,000001,Vente,85000,123,,RUE SUR LA ROCHE,0255,01250,01125,Corveissiat,01,,,011250000E1550,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,55,5.480958,46.242736
2020-34,2020-01-09,000001,Vente,85000,115,,RUE SUR LA ROCHE,0255,01250,01125,Corveissiat,01,,,011250000E1565,,,,,,,,,,,,,0,1,Maison,80,3,S,sols,,,129,5.481012,46.242794
2020-35,2020-01-07,000001,Vente,143000,70,,RUE DE LA POSTE,0440,01750,01370,Saint-Laurent-sur-Saône,01,,,013700000A0279,,,12,,8,98.03,9,,,,,,3,2,Appartement,78,3,,,,,,4.840705,46.30361
2020-36,2020-01-10,000001,Vente,125000,6,,IMP GABRIEL VICAIRE,1600,01000,01053,Bourg-en-Bresse,01,,,01053000AC0591,,,,,,,,,,,,,0,1,Maison,95,3,S,sols,,,338,5.221508,46.208604
2020-37,2020-01-07,000001,Vente,55000,,,MABERTIN,B057,01290,01123,Cormoranche-sur-Saône,01,,,011230000C1072,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,418,4.838639,46.239361
2020-38,2020-01-13,000001,Vente,222950,,,HAMEAU DU CREUX OUEST,B149,01750,01320,Replonges,01,,,01320000AD0252,,,,,,,,,,,,,0,,,,,S,sols,,,458,4.87206,46.31041
2020-38,2020-01-13,000001,Vente,222950,,,HAMEAU DU CREUX OUEST,B149,01750,01320,Replonges,01,,,01320000AD0253,,,,,,,,,,,,,0,,,,,S,sols,,,121,4.872207,46.310334
2020-38,2020-01-13,000001,Vente,222950,6159,,IMP DU CREUX,0141,01750,01320,Replonges,01,,,01320000AD0266,,,,,,,,,,,,,0,1,Maison,133,6,AG,terrains d'agrément,,,528,4.871512,46.309995
2020-38,2020-01-13,000001,Vente,222950,6159,,IMP DU CREUX,0141,01750,01320,Replonges,01,,,01320000AD0266,,,,,,,,,,,,,0,1,Maison,133,6,S,sols,,,600,4.871512,46.309995
2020-38,2020-01-13,000001,Vente,222950,,,HAMEAU DU CREUX OUEST,B149,01750,01320,Replonges,01,,,01320000AD0269,,,,,,,,,,,,,0,,,,,S,sols,,,462,4.871555,46.310368
2020-39,2020-01-17,000001,Vente,240000,60,,CHE DU MAS GAILLARD,0133,01370,01426,Val-Revermont,01,,,01426000ZO0110,,,,,,,,,,,,,0,1,Maison,165,6,S,sols,,,700,5.335766,46.277787
2020-39,2020-01-17,000001,Vente,240000,60,,CHE DU MAS GAILLARD,0133,01370,01426,Val-Revermont,01,,,01426000ZO0110,,,,,,,,,,,,,0,1,Maison,165,6,AG,terrains d'agrément,,,1361,5.335766,46.277787
2020-40,2020-01-06,000001,Vente,70000,12,,QUAI JUSTIN REYMOND,0120,01160,01304,Pont-d'Ain,01,,,01304000AM0200,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,155,5.337298,46.048595
2020-41,2020-01-15,000001,Vente,224000,1,,LOT LES PINS,A515,01370,01350,Saint-Étienne-du-Bois,01,,,01350000AA0079,,,,,,,,,,,,,0,1,Maison,101,5,S,sols,,,1047,5.304189,46.287199
2020-42,2020-01-13,000001,Vente,135000,,,LES GASSAGNETTES,B171,01160,01273,Neuville-sur-Ain,01,,,012730000E1012,,,,,,,,,,,,,0,,,,,S,sols,,,834,5.374144,46.07133
2020-42,2020-01-13,000001,Vente,135000,300,,RTE DE PONT D AIN,0001,01160,01273,Neuville-sur-Ain,01,,,012730000E1770,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,401,0,S,sols,,,833,5.374276,46.071405
2020-43,2020-01-10,000001,Vente,147000,,,LE MOLARD,B056,01270,01445,Villemotier,01,,,01445000ZI0003,,,,,,,,,,,,,0,,,,,T,terres,,,8640,5.315519,46.331514
2020-43,2020-01-10,000001,Vente,147000,160,,RTE DE STRASBOURG,0145,01270,01445,Villemotier,01,,,01445000ZI0108,,,,,,,,,,,,,0,1,Maison,62,2,S,sols,,,3305,5.314784,46.331567
2020-43,2020-01-10,000001,Vente,147000,160,,RTE DE STRASBOURG,0145,01270,01445,Villemotier,01,,,01445000ZI0108,,,,,,,,,,,,,0,1,Maison,72,3,S,sols,,,3305,5.314784,46.331567
2020-44,2020-01-09,000001,Vente,10,,,MONTESSUY,B058,01340,01196,Jayat,01,,,011960000C2554,,,,,,,,,,,,,0,,,,,S,sols,,,45,5.104547,46.35147
2020-45,2020-01-09,000002,Vente,74990,128,,IMP DE MONTESSUY,0140,01340,01196,Jayat,01,,,011960000C2391,,,,,,,,,,,,,0,1,Maison,107,3,S,sols,,,921,5.104845,46.351433
2020-45,2020-01-09,000002,Vente,74990,,,MONTESSUY,B058,01340,01196,Jayat,01,,,011960000C2393,,,,,,,,,,,,,0,,,,,T,terres,,,278,5.105123,46.351371
2020-46,2020-01-15,000001,Vente,208850,20,,LOT LES PLATANES,A012,01960,01405,Servas,01,,,014050000C0716,,,,,,,,,,,,,0,1,Maison,120,6,S,sols,,,805,5.169096,46.129348
2020-47,2020-01-16,000001,Vente,154816,240,,RTE DE LA CROIX BLANCHE,0037,01560,01388,Saint-Trivier-de-Courtes,01,,,013880000B0431,,,,,,,,,,,,,0,1,Maison,127,4,S,sols,,,729,5.073779,46.460351
2020-47,2020-01-16,000001,Vente,154816,,,LA CROIX BLANCHE,B043,01560,01388,Saint-Trivier-de-Courtes,01,,,013880000B0647,,,,,,,,,,,,,0,,,,,T,terres,,,1364,5.073949,46.460609
2020-47,2020-01-16,000001,Vente,154816,,,LA CROIX BLANCHE,B043,01560,01388,Saint-Trivier-de-Courtes,01,,,013880000B0649,,,,,,,,,,,,,0,,,,,S,sols,,,564,5.074169,46.460462
2020-48,2020-01-17,000001,Vente,160000,,,LE VILLAGE,B191,01190,01402,Sermoyer,01,,,01402000AD0353,,,,,,,,,,,,,0,,,,,S,sols,,,911,4.979258,46.497545
2020-49,2020-01-17,000001,Vente,85000,47,,GR GRANDE RUE,0055,01340,01266,Montrevel-en-Bresse,01,,,01266000AB0075,,,,,,,,,,,,,0,1,Maison,120,5,S,sols,,,116,5.127816,46.338451
2020-50,2020-01-07,000001,Vente,210000,145,C,RTE DU BOURG,0085,01380,01025,Bâgé-Dommartin,01,,,010250000F2172,,,,,,,,,,,,,0,1,Maison,92,5,S,sols,,,900,4.944483,46.315041
2020-50,2020-01-07,000001,Vente,210000,,,BAGE LA VILLE,B004,01380,01025,Bâgé-Dommartin,01,,,010250000F2176,,,,,,,,,,,,,0,,,,,S,sols,,,34,4.944388,46.314263
2020-50,2020-01-07,000001,Vente,210000,,,BAGE LA VILLE,B004,01380,01025,Bâgé-Dommartin,01,,,010250000F2177,,,,,,,,,,,,,0,,,,,S,sols,,,989,4.944204,46.314779
2020-51,2020-01-17,000001,Vente,268200,405,,RTE DE LA CHAPELLE,0093,01570,01159,Feillens,01,,,01159000AM1050,,,,,,,,,,,,,0,1,Maison,114,5,S,sols,,,642,4.898762,46.333277
2020-51,2020-01-17,000001,Vente,268200,405,,RTE DE LA CHAPELLE,0093,01570,01159,Feillens,01,,,01159000AM1050,,,,,,,,,,,,,0,1,Maison,114,5,P,prés,,,369,4.898762,46.333277
2020-52,2020-01-21,000001,Vente,685,,,DHUYS,B055,01250,01095,Nivigne et Suran,01,,,01095000AH0033,,,,,,,,,,,,,0,,,,,J,jardins,,,173,5.406495,46.256274
2020-52,2020-01-21,000001,Vente,685,,,AUX VIGNES,B155,01250,01095,Nivigne et Suran,01,,,010950000G0087,,,,,,,,,,,,,0,,,,,L,landes,,,1507,5.399681,46.26386
2020-52,2020-01-21,000001,Vente,685,,,AUX VIGNES,B155,01250,01095,Nivigne et Suran,01,,,010950000G0092,,,,,,,,,,,,,0,,,,,P,prés,,,1208,5.400762,46.263241
2020-52,2020-01-21,000001,Vente,685,,,VERS GRAY,B141,01250,01095,Nivigne et Suran,01,,,010950000G0166,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,316,5.402504,46.262416
2020-52,2020-01-21,000001,Vente,685,,,AUX GROBONNIERES,B078,01250,01095,Nivigne et Suran,01,,,010950000G0236,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2970,5.399818,46.25972
2020-52,2020-01-21,000001,Vente,685,,,AUX GROBONNIERES,B078,01250,01095,Nivigne et Suran,01,,,010950000G0237,,,,,,,,,,,,,0,,,,,L,landes,,,3450,5.399718,46.259452
2020-52,2020-01-21,000001,Vente,685,,,AUX GROBONNIERES,B078,01250,01095,Nivigne et Suran,01,,,010950000G0241,,,,,,,,,,,,,0,,,,,L,landes,,,1270,5.398715,46.259117
2020-52,2020-01-21,000001,Vente,685,,,AUX GROBONNIERES,B078,01250,01095,Nivigne et Suran,01,,,010950000G0242,,,,,,,,,,,,,0,,,,,L,landes,,,700,5.399364,46.259072
2020-52,2020-01-21,000001,Vente,685,,,AUX GROBONNIERES,B078,01250,01095,Nivigne et Suran,01,,,010950000G0248,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1550,5.399014,46.259669
2020-52,2020-01-21,000001,Vente,685,,,A LACHAT,B082,01250,01095,Nivigne et Suran,01,,,010950000G0528,,,,,,,,,,,,,0,,,,,BS,taillis sous futaie,,,2619,5.394752,46.254959
2020-52,2020-01-21,000001,Vente,685,,,VERS GRAY,B141,01250,01095,Nivigne et Suran,01,,,010950000G0552,,,,,,,,,,,,,0,,,,,P,prés,,,1004,5.402001,46.261292
2020-53,2020-01-21,000001,Vente,615,,,VERS LE CLAPAY,B145,01250,01095,Nivigne et Suran,01,,,01095000ZI0031,,,,,,,,,,,,,0,,,,,P,prés,,,15047,5.412567,46.260095
2020-54,2020-01-20,000001,Vente,251500,2494,,CHE DE TANVOL,0202,01440,01451,Viriat,01,,,014510000E1615,,,,,,,,,,,,,0,1,Maison,130,5,S,sols,,,880,5.260703,46.245356
2020-54,2020-01-20,000001,Vente,251500,2490,,CHE DE TANVOL,0202,01440,01451,Viriat,01,,,014510000E1625,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,67,5.260621,46.245428
2020-54,2020-01-20,000001,Vente,251500,,,GRAND TANVOL,B130,01440,01451,Viriat,01,,,014510000E1695,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,234,5.260442,46.245228
2020-55,2020-01-16,000001,Vente,101300,86,,AV DE LYON,0260,01960,01289,Péronnas,01,,,01289000AC0047,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,5.211411,46.191315
2020-55,2020-01-16,000001,Vente,101300,86,,AV DE LYON,0260,01960,01289,Péronnas,01,,,01289000AC0047,,,13,72.6,3,,,,,,,,2,2,Appartement,72,4,,,,,,5.211411,46.191315
2020-56,2020-01-21,000001,Vente,87720,323,,RUE DES VAVRES,0480,01000,01344,Saint-Denis-lès-Bourg,01,,,01344000AH0075,,,110,,114,52.38,115,,,,,,3,2,Appartement,56,3,,,,,,5.207216,46.203884
